	Id	Location	Area	Region	Number_of_Rooms	House_Type	House_Price	isSold	Sold_Date	Distance_from_City_inMiles	Seller	PostalCode	Number_of_Bedrooms	Number_of_Bathrooms	Number_of_CarParkings	Area_of_Land_inMeters	Height_of_Building_inMeters	Year_Built	Lattitude	Longtitude
623	3658	Location 62	Area 7	Region 3	2	duplex	610000	NotSold	25-02-2017	5.6	Seller 2	53	2	1	1.0	745	72.0	1968.0	-37.8024	145.0346
624	5125	Location 85	Area 4	Region 1	4	other	1700000	Sold	13-08-2016	11.2	Seller 12	71	4	2	4.0	601			-37.7176	145.0058
625	6889	Location 118	Area 13	Region 1	3	other	687000	Sold	04-03-2017	12.4	Seller 81	90	3	1	0.0	684			-37.7174	144.9664
626	6381	Location 101	Area 6	Region 3	3	townhouse	2050000	Sold	17-09-2016	4.6	Seller 101	80	3	2	2.0	339			-37.8425	145.0252
627	2031	Location 34	Area 13	Region 1	2	townhouse	570000	Sold	28-08-2016	7.8	Seller 88	32	2	1	1.0	0	86.0	1900.0	-37.7367	144.9701
628	11642	Location 159	Area 25	Region 5	3	other	880000	Sold	22-07-2017	24.7	Seller 12	106	3	2	10.0	734			-37.96969	145.21043
629	4168	Location 73	Area 17	Region 3	4	other	1426000	Sold	10-09-2016	14.6	Seller 28	61	4	2	1.0	720	218.0	1950.0	-37.9394	145.0408
630	6522	Location 105	Area 5	Region 2	4	other	1126000	NotSold	16-04-2016	8.0	Seller 39	83	4	1	1.0	307	150.0	1900.0	-37.8525	144.8945
631	3382	Location 58	Area 15	Region 4	2	duplex	465000	Sold	14-05-2016	7.9	Seller 12	50	2	1	1.0	795		1970.0	-37.7744	145.0415
632	12309	Location 173	Area 20	Region 2	4	other	670000	Sold	03-09-2017	12.9	Seller 12	45	4	2	2.0	729		1980.0	-37.6927	144.89395
633	1586	Location 25	Area 7	Region 3	5	other	2000000	NotSold	14-05-2016	7.8	Seller 9	24	5	3	2.0	801		1920.0	-37.84	145.0548
634	7977	Location 55	Area 15	Region 4	3	townhouse	575000	Sold	08-04-2017	10.5	Seller 41	48	3	1	2.0	192	91.0	1995.0	-37.7388	145.0581
635	13430	Location 171	Area 20	Region 5	4	other	980000	Sold	26-08-2017	38.0	Seller 19	115	4	2	2.0	937	191.0	1960.0	-38.15845	145.11141
636	1829	Location 31	Area 9	Region 3	3	other	1460000	Sold	03-12-2016	9.3	Seller 19	28	3	1	2.0	451	121.0	1960.0	-37.8874	145.019
637	6161	Location 98	Area 7	Region 3	4	other	1750000	NotSold	18-03-2017	11.2	Seller 3	59	4	2	3.0	817			-37.8312	145.0928
638	3629	Location 62	Area 7	Region 3	4	other	2350000	NotSold	17-09-2016	5.6	Seller 3	53	4	2	2.0	861	358.0	1983.0	-37.8047	145.0534
639	2730	Location 47	Area 11	Region 2	3	townhouse	735000	Sold	27-06-2016	6.4	Seller 33	42	3	2	2.0	112	168.0	2010.0	-37.8001	144.8797
640	11849	Location 217	Area 21	Region 4	3	other	855000	Sold	22-07-2017	14.7	Seller 43	146	3	1	2.0	730			-37.86288	145.25077
641	12877	Location 249	Area 20	Region 5	3	other	950000	Sold	16-09-2017	16.7	Seller 3	157	3	2	2.0	651			-37.91057	145.1719
642	3061	Location 52	Area 12	Region 3	2	duplex	875500	Sold	18-03-2017	13.7	Seller 22	46	2	2	1.0	225	118.0	1970.0	-37.9442	145.0018
643	6020	Location 96	Area 18	Region 2	3	other	630000	NotSold	10-12-2016	13.3	Seller 80	77	3	1	4.0	625			-37.7695	144.8347
644	4247	Location 74	Area 5	Region 2	4	other	1040000	Sold	17-09-2016	8.4	Seller 4	62	3	2	2.0	299	198.0	2004.0	-37.8477	144.8706
645	12537	Location 60	Area 20	Region 2	3	other	1031100	Sold	09-09-2017	11.7	Seller 2	52	3	1	1.0	602			-37.73514	144.86778
646	3151	Location 54	Area 7	Region 3	2	other	2920000	Sold	10-12-2016	4.6	Seller 3	47	2	1	3.0	791		1928.0	-37.8251	145.0385
647	10713	Location 122	Area 19	Region 1	2	other	575500	Sold	08-07-2017	14.0	Seller 59	92	2	1	1.0	662	98.0	1960.0	-37.68988	144.91113
648	7792	Location 37	Area 14	Region 4	4	townhouse	1090000	Sold	22-04-2017	13.9	Seller 12	34	4	3	2.0	242		1995.0	-37.7866	145.1046
649	6044	Location 96	Area 18	Region 2	3	other	665000	Sold	22-05-2016	13.3	Seller 52	77	3	1	2.0	707	101.0	1940.0	-37.7676	144.8339
650	5306	Location 86	Area 1	Region 1	1	duplex	342000	Sold	10-09-2016	2.6	Seller 3	72	1	1	1.0	0	1.0	1970.0	-37.8214	144.9896
651	9779	Location 8	Area 2	Region 2	3	townhouse	1200000	Sold	24-06-2017	4.3	Seller 3	8	3	2	2.0	198			-37.7771	144.92793
652	8098	Location 72	Area 2	Region 2	2	duplex	560000	NotSold	08-04-2017	6.9	Seller 49	60	2	2	1.0	0	63.0	2015.0	-37.7675	144.92
653	11674	Location 47	Area 11	Region 2	4	other	891000	Sold	22-07-2017	5.1	Seller 31	42	4	1	3.0	446	101.7	1920.0	-37.79221	144.89076
654	12710	Location 166	Area 20	Region 4	4	other	1085000	NotSold	16-09-2017	18.0	Seller 132	112	4	2	2.0	782			-37.70349	145.16281
655	10714	Location 266	Area 18	Region 2	3	other	775000	Sold	08-07-2017	14.5	Seller 239	172	3	2	2.0	547			-37.71796	144.827
656	10094	Location 1	Area 1	Region 1	3	other	1402500	Sold	27-05-2017	3.0	Seller 3	1	3	1	1.0	270	101.0	1960.0	-37.8023	144.99615
657	11746	Location 192	Area 8	Region 4	3	other	1267000	Sold	22-07-2017	14.2	Seller 43	131	3	2	4.0	714			-37.89289	145.11501
658	7238	Location 127	Area 11	Region 2	3	other	967000	Sold	10-12-2016	8.2	Seller 33	56	3	1	2.0	347	113.0	1925.0	-37.8067	144.8761
659	7887	Location 48	Area 7	Region 3	2	duplex	710000	Sold	13-05-2017	9.2	Seller 19	43	2	1	2.0	0			-37.8521	145.0763
660	5782	Location 93	Area 3	Region 3	2	duplex	685000	Sold	04-03-2017	6.1	Seller 4	76	2	2	2.0	0	102.0	1999.0	-37.8568	144.9873
661	8588	Location 38	Area 15	Region 4	5	other	2710000	NotSold	29-04-2017	10.3	Seller 27	35	5	3	2.0	1001		1930.0	-37.7605	145.0593
662	8663	Location 79	Area 8	Region 5	3	duplex	815000	Sold	13-05-2017	14.7	Seller 46	65	3	1	2.0	393			-37.9233	145.1062
663	8380	Location 90	Area 6	Region 3	2	duplex	792500	Sold	22-04-2017	3.3	Seller 3	74	2	1	1.0	0	106.0	1970.0	-37.8383	144.9995
664	6620	Location 108	Area 15	Region 1	3	other	720000	Sold	25-02-2017	15.0	Seller 12	84	3	2	2.0	555		1978.0	-37.7214	145.1034
665	1523	Location 24	Area 10	Region 3	4	other	1782800	NotSold	10-12-2016	11.7	Seller 21	23	4	2	2.0	804			-37.8516	145.1179
666	9891	Location 48	Area 7	Region 3	4	other	2450000	Sold	24-06-2017	7.3	Seller 9	43	4	3	2.0	910			-37.86194	145.07256
667	12146	Location 132	Area 3	Region 3	2	duplex	558500	NotSold	29-07-2017	7.2	Seller 21	36	2	1	1.0	1453	63.0	1970.0	-37.87827	144.99752
668	8728	Location 11	Area 2	Region 2	3	other	825000	NotSold	01-07-2017	9.5	Seller 16	10	3	1	4.0	603			-37.76616	144.8575
669	4554	Location 79	Area 17	Region 5	3	other	1080000	Sold	12-11-2016	14.7	Seller 46	65	3	2	2.0	716			-37.9261	145.083
670	12529	Location 178	Area 20	Region 2	4	other	805000	Sold	09-09-2017	18.0	Seller 12	121	4	3	2.0	970			-37.69144	144.74643
671	1687	Location 27	Area 1	Region 1	3	other	1955000	Sold	16-07-2016	3.2	Seller 2	26	3	2	1.0	163	135.0		-37.786	144.9751
672	12366	Location 75	Area 20	Region 2	2	other	1300000	NotSold	03-09-2017	10.4	Seller 12	2	2	1	1.0	650	380.0	2016.0	-37.74016	144.88805
673	13522	Location 82	Area 20	Region 3	2	other	1515000	NotSold	26-08-2017	3.5	Seller 9	68	2	2		197			-37.83754	144.93954
674	8258	Location 84	Area 4	Region 1	2	other	2000000	NotSold	08-04-2017	8.8	Seller 28	70	2	1	2.0	465			-37.7424	145.0026
675	9116	Location 158	Area 22	Region 4	3	other	877500	Sold	03-06-2017	23.0	Seller 58	105	3	2	1.0	979			-37.7917	145.29665
676	13507	Location 75	Area 20	Region 2	3	other	1305000	NotSold	26-08-2017	10.4	Seller 51	2	3	1	3.0	650			-37.74009	144.88736
677	10061	Location 98	Area 7	Region 3	3	other	1050000	Sold	24-06-2017	10.2	Seller 9	59	3	2	2.0	444			-37.81411	145.09055
678	4948	Location 84	Area 4	Region 1	2	other	920000	NotSold	16-04-2016	8.8	Seller 19	70	2	2	2.0	516	97.0	1935.0	-37.7497	145.011
679	6606	Location 107	Area 6	Region 3	3	other	1910000	Sold	28-08-2016	5.1	Seller 9	69	3	3	1.0	143	89.0	1890.0	-37.8525	144.9881
680	3021	Location 52	Area 12	Region 3	2	duplex	802000	NotSold	03-12-2016	13.7	Seller 21	46	2	1	1.0	0	85.0	1965.0	-37.939	145.0137
681	7100	Location 124	Area 11	Region 2	3	other	1035000	NotSold	06-08-2016	7.8	Seller 32	56	3	2	2.0	275	145.0	1920.0	-37.8118	144.8801
682	5466	Location 87	Area 15	Region 4	4	other	1610000	Sold	18-06-2016	11.4	Seller 92	35	4	1	4.0	1613			-37.7324	145.0606
683	7542	Location 17	Area 10	Region 4	2	townhouse	990000	Sold	20-05-2017	13.1	Seller 45	16	2	1	1.0	257			-37.8259	145.1282
684	11053	Location 54	Area 7	Region 3	1	duplex	370000	NotSold	12-08-2017	5.3	Seller 3	47	1	1	1.0	0			-37.82541	145.02591
685	888	Location 16	Area 9	Region 3	3	other	823000	Sold	18-03-2017	13.9	Seller 69	15	3	2	2.0	213	143.0	2003.0	-37.9079	145.0707
686	1002	Location 17	Area 10	Region 4	2	duplex	400000	NotSold	23-04-2016	13.1	Seller 43	16	2	1	1.0	0			-37.8248	145.1215
687	9807	Location 19	Area 12	Region 3	3	townhouse	3275000	NotSold	24-06-2017	10.5	Seller 9	18	3	2	3.0	289	371.6122		-37.92576	144.99233
688	8103	Location 72	Area 2	Region 2	5	other	2300000	NotSold	13-05-2017	6.9	Seller 2	60	5	2	2.0	597	322.0	1930.0	-37.7611	144.9095
689	343	Location 8	Area 2	Region 2	3	other	1130000	Sold	23-04-2016	5.9	Seller 2	8	3	2	1.0	272	157.0	1900.0	-37.7774	144.928
690	10134	Location 16	Area 9	Region 3	4	other	1655000	Sold	27-05-2017	13.8	Seller 19	15	4	2	5.0	612	363.0	2003.0	-37.9143	145.06582
691	11200	Location 90	Area 6	Region 3	1	duplex	380000	NotSold	12-08-2017	2.7	Seller 19	74	1	1	0.0	0			-37.84368	144.99577
692	2778	Location 48	Area 7	Region 3	3	other	1510000	NotSold	10-09-2016	9.2	Seller 19	43	3	2	2.0	370			-37.8597	145.0883
693	2454	Location 41	Area 2	Region 2	2	duplex	645000	NotSold	27-06-2016	8.0	Seller 2	38	2	1	1.0	170	88.0	1994.0	-37.7475	144.8959
694	11112	Location 67	Area 6	Region 3	3	other	2500000	NotSold	12-08-2017	8.4	Seller 3	57	3	3	3.0	1011	206.0	1925.0	-37.8652	145.05248
695	13551	Location 97	Area 20	Region 2	4	other	682000	Sold	26-08-2017	10.5	Seller 12	77	4	1	2.0	534		1970.0	-37.79161	144.80461
696	4252	Location 74	Area 5	Region 2	3	other	1176000	Sold	18-06-2016	8.4	Seller 19	62	3	1	2.0	767	111.0	1960.0	-37.8466	144.8636
697	2724	Location 47	Area 11	Region 2	2	duplex	360000	Sold	25-02-2017	6.4	Seller 79	42	2	1	1.0	0			-37.8012	144.8964
698	8265	Location 84	Area 4	Region 1	3	other	800000	NotSold	13-05-2017	8.8	Seller 19	70	3	2	2.0	319	124.0	1940.0	-37.7334	144.9873
699	5286	Location 86	Area 1	Region 1	2	other	1506000	Sold	07-05-2016	2.6	Seller 1	72	2	2	1.0	220	131.0	1920.0	-37.8284	144.9989
700	12361	Location 241	Area 20	Region 5	4	other	1105000	Sold	03-09-2017	18.8	Seller 43	162	4	3	2.0	650	224.0	1985.0	-37.92979	145.2036
701	10106	Location 8	Area 2	Region 2	3	other	1530000	Sold	27-05-2017	4.3	Seller 2	8	3	2	1.0	257	162.0	1915.0	-37.77727	144.92655
702	8136	Location 74	Area 5	Region 2	1	other	1700000	Sold	20-05-2017	8.4	Seller 33	62	1	1	0.0	622			-37.8497	144.8903
703	5319	Location 86	Area 1	Region 1	3	other	1074000	Sold	12-11-2016	2.6	Seller 9	72	3	1	0.0	245	140.0	1900.0	-37.8138	144.9921
704	9626	Location 239	Area 17	Region 5	2	duplex	660000	Sold	17-06-2017	20.0	Seller 21	160	2	1	1.0	101	300.0	1990.0	-37.98558	145.05966
705	6529	Location 105	Area 5	Region 2	4	other	1172000	Sold	19-11-2016	8.0	Seller 32	83	4	2	2.0	344			-37.8617	144.8799
706	8491	Location 127	Area 11	Region 2	2	other	650000	NotSold	08-04-2017	8.2	Seller 31	56	2	1	1.0	452		1950.0	-37.804	144.8772
707	12799	Location 241	Area 20	Region 5	4	other	1100000	Sold	16-09-2017	18.8	Seller 59	162	4	2	2.0	748	152.0	1996.0	-37.9265	145.19758
708	1783	Location 28	Area 9	Region 3	2	other	896000	Sold	26-07-2016	11.4	Seller 46	27	2	1	2.0	543	544.0		-37.898	145.0528
709	10363	Location 61	Area 16	Region 1	1	townhouse	715000	Sold	27-05-2017	3.4	Seller 2	41	1	1	0.0	91		2006.0	-37.7914	144.93076
710	12411	Location 100	Area 20	Region 1	3	other	1375000	Sold	03-09-2017	7.0	Seller 28	79	4	2	3.0	530	145.0	1950.0	-37.75968	145.02305
711	654	Location 14	Area 7	Region 3	3	other	1800000	NotSold	18-06-2016	9.2	Seller 19	13	3	1	1.0	809			-37.7976	145.0684
712	579	Location 13	Area 7	Region 3	2	duplex	730000	Sold	28-08-2016	9.7	Seller 19	12	2	1	1.0	130	80.0	1960.0	-37.812	145.0876
713	13014	Location 62	Area 20	Region 3	3	other	1775000	NotSold	19-08-2017	5.4	Seller 3	53	3	2	4.0	733			-37.79398	145.03777
714	5220	Location 85	Area 4	Region 1	4	other	885000	Sold	26-07-2016	11.2	Seller 19	71	4	2	3.0	936	262.0	1985.0	-37.7021	145.0178
715	4145	Location 72	Area 2	Region 2	4	other	1400000	Sold	28-08-2016	6.9	Seller 3	60	3	2	2.0	595			-37.7641	144.9265
716	2260	Location 40	Area 3	Region 3	3	other	2116000	Sold	03-12-2016	7.7	Seller 25	37	3	1	2.0	463			-37.8787	144.985
717	11426	Location 267	Area 19	Region 1	3	other	520000	Sold	15-07-2017	17.4	Seller 52	173	3	1	2.0	798	128.0	1985.0	-37.65384	144.92272
718	11567	Location 250	Area 5	Region 2	3	other	620000	Sold	22-07-2017	15.5	Seller 19	164	3	1	2.0	466	107.0	1975.0	-37.87019	144.7843
719	619	Location 14	Area 7	Region 3	4	other	2575000	NotSold	10-09-2016	9.2	Seller 3	13	4	3	2.0	657	355.0	2006.0	-37.7981	145.0904
720	1399	Location 22	Area 13	Region 1	1	duplex	265000	NotSold	07-05-2016	5.9	Seller 48	21	1	1	1.0	0	42.0	2000.0	-37.7586	144.9452
721	11986	Location 40	Area 3	Region 3	3	other	1820000	Sold	29-07-2017	7.2	Seller 25	37	3	2	3.0	144			-37.88617	144.9833
722	7476	Location 10	Area 8	Region 3	4	other	1126000	Sold	08-04-2017	12.2	Seller 18	9	4	1	1.0	656			-37.8696	145.1111
723	11360	Location 45	Area 1	Region 1	2	duplex	650000	NotSold	15-07-2017	3.6	Seller 2	31	2	1	1.0	0			-37.78334	144.97782
724	8415	Location 95	Area 18	Region 2	3	other	841000	Sold	22-04-2017	12.6	Seller 80	77	3	1	2.0	557		1960.0	-37.7811	144.8373
725	7737	Location 33	Area 1	Region 1	3	other	1652500	Sold	13-05-2017	3.4	Seller 2	31	3	1	0.0	276	170.0	1904.0	-37.7933	144.9938
726	4152	Location 73	Area 17	Region 3	4	other	930000	NotSold	03-12-2016	14.6	Seller 28	61	4	3	2.0	443	4.0		-37.9371	145.0578
727	4555	Location 79	Area 8	Region 5	3	other	1000000	Sold	12-11-2016	14.7	Seller 43	65	3	2	2.0	575	120.0	1960.0	-37.9215	145.0925
728	3426	Location 59	Area 18	Region 2	3	other	582000	NotSold	16-07-2016	15.0	Seller 10	51	3	2	4.0	530	186.0	1980.0	-37.7375	144.8282
729	13043	Location 85	Area 20	Region 1	3	other	876000	Sold	19-08-2017	12.0	Seller 12	71	3	1	2.0	653	120.0	1950.0	-37.71142	145.00377
730	11377	Location 174	Area 15	Region 1	3	other	690000	Sold	15-07-2017	16.1	Seller 110	99	3	1	1.0	540			-37.71055	145.09594
731	10987	Location 264	Area 18	Region 2	3	other	665000	NotSold	12-08-2017	14.8	Seller 19	100	3	1	2.0	693			-37.77538	144.76933
732	5654	Location 90	Area 6	Region 3	3	duplex	740000	Sold	15-10-2016	3.3	Seller 1	74	3	1	1.0	0		1970.0	-37.8376	145.0012
733	10868	Location 219	Area 19	Region 1	4	other	675000	Sold	08-07-2017	16.5	Seller 12	147	4	2	4.0	744			-37.6815	144.87892
734	9943	Location 184	Area 27	Region 1	3	other	560000	Sold	24-06-2017	16.3	Seller 18	124	3	1	1.0	364	165.0	1985.0	-37.67122	145.01487
735	3019	Location 52	Area 12	Region 3	3	townhouse	2200000	NotSold	03-12-2016	13.7	Seller 9	46	3	2	3.0	1402			-37.9347	144.9963
736	10507	Location 89	Area 3	Region 3	4	other	4100000	Sold	27-05-2017	1.9	Seller 4	73	4	2	1.0	403			-37.83737	144.95799
737	11604	Location 20	Area 12	Region 3	3	other	1500000	Sold	22-07-2017	10.3	Seller 42	19	3	2	1.0	279		1990.0	-37.9135	145.00846
738	2060	Location 35	Area 13	Region 1	3	other	745000	Sold	18-03-2017	9.2	Seller 47	32	3	1	3.0	473			-37.7316	144.9789
739	9128	Location 230	Area 23	Region 5	3	other	545000	NotSold	03-06-2017	28.8	Seller 68	155	3	1	1.0	700	113.0	1960.0	-37.99095	145.2316
740	8083	Location 69	Area 16	Region 1	3	duplex	895000	Sold	22-04-2017	2.8	Seller 19	58	3	2	3.0	0			-37.8095	144.9691
741	13134	Location 150	Area 20	Region 1	3	other	745000	Sold	23-09-2017	12.1	Seller 43	93	3	1	2.0	586		1970.0	-37.70762	145.07179
742	9304	Location 86	Area 1	Region 1	3	other	1301000	Sold	03-06-2017	2.4	Seller 3	72	3	1	1.0	163		1990.0	-37.82434	145.00489
743	6544	Location 105	Area 5	Region 2	2	other	920000	Sold	26-07-2016	8.0	Seller 33	83	2	1	1.0	307			-37.855	144.8985
744	6378	Location 101	Area 6	Region 3	2	duplex	1100000	NotSold	15-10-2016	4.6	Seller 170	80	3	2	2.0	0			-37.8414	145.0137
745	8214	Location 81	Area 13	Region 1	3	other	585000	Sold	13-05-2017	9.9	Seller 81	67	3	1	1.0	0	129.0	2000.0	-37.7243	144.9473
746	7312	Location 130	Area 9	Region 3	2	duplex	695000	Sold	10-09-2016	10.4	Seller 19	27	2	1	1.0	1035		1963.0	-37.8925	145.0456
747	2509	Location 43	Area 4	Region 1	4	other	2000000	NotSold	22-05-2016	5.8	Seller 2	4	4	3	2.0	575	280.0	2015.0	-37.7671	145.0176
748	10257	Location 167	Area 27	Region 1	4	other	545000	NotSold	27-05-2017	19.6	Seller 12	113	4	2	2.0	635	157.0	1985.0	-37.64051	145.05743
749	11145	Location 77	Area 4	Region 1	3	other	2775000	Sold	12-08-2017	5.3	Seller 28	64	3	1	2.0	901			-37.78062	145.00627
750	7921	Location 51	Area 13	Region 1	3	townhouse	630000	Sold	29-04-2017	12.1	Seller 128	44	3	2	1.0	240			-37.7114	144.9396
751	3932	Location 68	Area 11	Region 2	2	townhouse	479000	Sold	14-05-2016	8.7	Seller 14	8	2	2	1.0	0			-37.7691	144.8905
752	3880	Location 67	Area 6	Region 3	1	duplex	300000	NotSold	23-04-2016	11.2	Seller 74	57	1	1	1.0	0	42.0	2013.0	-37.8764	145.0463
753	7266	Location 127	Area 11	Region 2	2	other	326500	Sold	25-02-2017	8.2	Seller 31	56	2	1	2.0	626			-37.8067	144.8707
754	9991	Location 77	Area 4	Region 1	3	other	1350000	NotSold	24-06-2017	5.3	Seller 2	64	3	1	0.0	271		1910.0	-37.7754	145.00229
755	1844	Location 31	Area 9	Region 3	4	other	1960000	NotSold	16-04-2016	9.3	Seller 19	28	5	3	4.0	708			-37.8923	145.0177
756	6079	Location 97	Area 18	Region 2	3	other	593000	Sold	18-03-2017	13.5	Seller 31	77	3	1	1.0	534			-37.796	144.8108
757	13228	Location 238	Area 20	Region 7	4	other	430000	NotSold	23-09-2017	31.7	Seller 19	126	4	1	3.0	675	147.0	1980.0	-37.67363	144.55888
758	10309	Location 233	Area 19	Region 1	3	other	770000	Sold	27-05-2017	20.4	Seller 59	158	3	2	2.0	711	154.0	1985.0	-37.64297	144.88796
759	1136	Location 19	Area 12	Region 3	2	townhouse	1230000	Sold	25-02-2017	11.2	Seller 42	18	2	2	2.0	201			-37.905	144.9959
760	8206	Location 81	Area 13	Region 1	3	other	755000	Sold	06-05-2017	9.9	Seller 2	67	3	2	2.0	294	110.0	1950.0	-37.7215	144.9251
761	12324	Location 49	Area 20	Region 1	3	other	815000	NotSold	03-09-2017	11.2	Seller 12	44	3	1	3.0	760		1960.0	-37.70189	144.93294
762	2049	Location 35	Area 13	Region 1	2	other	765000	Sold	08-10-2016	9.2	Seller 29	32	2	1	2.0	563	116.0	1925.0	-37.723	144.96
763	2017	Location 34	Area 13	Region 1	3	other	835000	Sold	27-11-2016	7.8	Seller 19	32	3	1	1.0	459			-37.7388	144.9529
764	12292	Location 41	Area 20	Region 2	4	other	2100000	NotSold	03-09-2017	7.5	Seller 2	38	4	2	3.0	920	256.0	1990.0	-37.7554	144.92351
765	4343	Location 76	Area 16	Region 1	2	townhouse	1105000	Sold	04-03-2017	2.3	Seller 3	63	2	2	1.0	88	119.0	2010.0	-37.8018	144.9429
766	5493	Location 88	Area 11	Region 2	2	townhouse	720000	NotSold	14-05-2016	6.6	Seller 4	42	2	1	1.0	126	127.0	2011.0	-37.8045	144.8898
767	5609	Location 90	Area 6	Region 3	1	duplex	480000	Sold	07-11-2016	3.3	Seller 19	74	1	1	1.0	0		2000.0	-37.8361	144.9966
768	11068	Location 55	Area 15	Region 4	3	other	680000	Sold	12-08-2017	8.8	Seller 12	48	3	1	0.0	544			-37.75024	145.04798
769	126	Location 4	Area 4	Region 1	2	townhouse	805000	Sold	12-11-2016	6.4	Seller 27	4	2	2	3.0	155	140.0	2004.0	-37.7804	145.0308
770	11579	Location 275	Area 17	Region 5	3	other	970000	NotSold	22-07-2017	21.5	Seller 19	130	4	2	2.0	612	154.0	1960.0	-38.01596	145.09932
771	8460	Location 100	Area 4	Region 1	3	other	1100000	NotSold	13-05-2017	6.5	Seller 46	79	3	2	1.0	359			-37.7551	144.9916
772	214	Location 6	Area 5	Region 2	4	other	970000	Sold	25-02-2017	11.1	Seller 4	6	4	1	2.0	708			-37.833	144.8494
773	4610	Location 81	Area 13	Region 1	3	duplex	585000	Sold	06-08-2016	9.9	Seller 3	67	3	1	1.0	180	98.0	2009.0	-37.718	144.94
774	1554	Location 24	Area 8	Region 3	3	townhouse	702000	Sold	28-08-2016	11.7	Seller 12	23	3	2	1.0	170	106.0	2001.0	-37.8554	145.1089
775	9365	Location 216	Area 21	Region 4	2	other	1280000	NotSold	03-06-2017	14.7	Seller 18	146	2	1	0.0	1670			-37.839	145.22143
776	6368	Location 101	Area 6	Region 3	1	duplex	515501	NotSold	12-11-2016	4.6	Seller 19	80	1	1	1.0	0		1970.0	-37.8373	145.0116
777	4075	Location 72	Area 2	Region 2	4	other	1395000	NotSold	10-12-2016	6.9	Seller 10	60	4	1	2.0	603			-37.7692	144.917
778	12827	Location 85	Area 20	Region 1	2	duplex	465000	NotSold	16-09-2017	12.0	Seller 43	71	2	1	1.0	676	61.0	2012.0	-37.71176	145.02142
779	11144	Location 77	Area 4	Region 1	4	other	1955000	NotSold	12-08-2017	5.3	Seller 28	64	4	2	1.0	5			-37.7628	144.99375
780	10489	Location 86	Area 1	Region 1	1	duplex	314000	NotSold	27-05-2017	2.4	Seller 1	72	1	1	1.0	0	37.0	1970.0	-37.81256	144.99347
781	7829	Location 118	Area 13	Region 1	3	other	741000	Sold	08-04-2017	12.4	Seller 88	90	3	1	3.0	578	128.0	1960.0	-37.6966	144.9695
782	4678	Location 81	Area 13	Region 1	2	other	855000	Sold	26-07-2016	9.9	Seller 10	67	2	1	2.0	659			-37.7286	144.9317
783	12700	Location 36	Area 20	Region 1	2	townhouse	931000	Sold	16-09-2017	2.0	Seller 87	33	2	1	1.0	109	90.0	2001.0	-37.79737	144.98492
784	5193	Location 85	Area 4	Region 1	4	other	830000	NotSold	22-08-2016	11.2	Seller 43	71	4	1	4.0	791			-37.7001	144.9936
785	2973	Location 51	Area 13	Region 1	3	other	810000	Sold	04-03-2017	12.1	Seller 113	44	3	2	2.0	592	129.0	1950.0	-37.7149	144.9473
786	4221	Location 74	Area 5	Region 2	3	other	930000	NotSold	10-09-2016	8.4	Seller 36	62	3	1	1.0	307			-37.8389	144.8779
787	4004	Location 69	Area 16	Region 1	3	other	1630000	Sold	25-02-2017	2.8	Seller 86	58	3	2	0.0	95			-37.8092	144.967
788	11882	Location 275	Area 17	Region 5	4	other	1510000	Sold	29-07-2017	21.5	Seller 19	130	4	2	4.0	387			-38.02848	145.10181
789	12399	Location 205	Area 20	Region 5	4	other	1080000	Sold	03-09-2017	20.8	Seller 205	140	4	2	3.0	795			-37.9484	145.15663
790	9486	Location 229	Area 8	Region 5	6	other	1361000	Sold	17-06-2017	16.7	Seller 54	154	6	3	4.0	726			-37.91945	145.1315
791	11510	Location 206	Area 18	Region 2	3	other	550000	Sold	15-07-2017	14.0	Seller 47	51	3	1	1.0	606	130.0	1965.0	-37.73789	144.78734
792	1427	Location 22	Area 13	Region 1	2	duplex	656000	Sold	18-03-2017	5.9	Seller 6	21	2	1	1.0	0			-37.7609	144.9425
793	11050	Location 54	Area 7	Region 3	2	duplex	630000	NotSold	12-08-2017	5.3	Seller 124	47	2	2	2.0	0			-37.82127	145.02238
794	1060	Location 19	Area 12	Region 3	4	other	1761000	Sold	06-08-2016	11.2	Seller 7	18	4	2	3.0	615	135.0	1920.0	-37.8956	145.0026
795	1267	Location 21	Area 13	Region 1	2	other	845500	Sold	07-05-2016	5.2	Seller 2	20	2	1	1.0	179	90.0	1890.0	-37.7742	144.9542
796	13222	Location 184	Area 20	Region 1	4	other	766000	Sold	23-09-2017	16.3	Seller 129	124	4	2	5.0	541	110.0	1980.0	-37.66276	145.03074
797	6902	Location 118	Area 13	Region 1	3	other	625000	Sold	10-12-2016	12.4	Seller 10	90	3	1	2.0	585	88.0	1960.0	-37.695	144.9676
798	722	Location 15	Area 9	Region 3	3	other	1275000	Sold	10-09-2016	13.0	Seller 21	14	3	1	4.0	758	138.0	1960.0	-37.9267	145.043
799	11211	Location 95	Area 18	Region 2	3	other	700000	NotSold	12-08-2017	10.5	Seller 165	77	3	2	1.0	485	130.0	1950.0	-37.78703	144.84569
800	3598	Location 62	Area 7	Region 3	2	other	1326000	Sold	07-11-2016	5.6	Seller 2	53	2	1	2.0	405	80.0	1890.0	-37.8012	145.0361
